title,company,experience,salary,description,url,role
Data Scientist 3,Xoom,4 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-3-xoom-inc-chennai-bengaluru-4-to-6-years-020625500545,data scientist
Data Scientist/AIML Developer(Computer vision)-Bangalore-onsite,Volantis Technologies,3 - 5 years,6-12 Lacs P.A.,Experience: 3+ years,https://www.naukri.com/job-listings-data-scientist-aiml-developer-computer-vision-bangalore-onsite-volantis-technologies-bengaluru-3-to-5-years-030625018020,data scientist
Data Scientist,Accelon Inc,6 - 10 years,Not Disclosed,Data Scientist,https://www.naukri.com/job-listings-data-scientist-accelon-inc-chennai-bengaluru-6-to-10-years-020625015186,data scientist
Data Scientist ( AIML ),Aspire Systems,4 - 6 years,Not Disclosed,Job Description:,https://www.naukri.com/job-listings-data-scientist-aiml-aspire-systems-india-p-ltd-kochi-chennai-bengaluru-4-to-6-years-040625924662,data scientist
Data Scientist,Tanisha Systems,12 - 16 years,Not Disclosed,Role & responsibilities,https://www.naukri.com/job-listings-data-scientist-tanisha-systems-pune-gurugram-bengaluru-12-to-16-years-020625002198,data scientist
Data Scientist,Tanisha Systems,8 - 12 years,Not Disclosed,Role & responsibilities,https://www.naukri.com/job-listings-data-scientist-tanisha-systems-pune-gurugram-bengaluru-8-to-12-years-020625002180,data scientist
Data Scientist,Soul Ai,4 - 8 years,Not Disclosed,"Location : - Mumbai, Delhi / NCR, Bengaluru , Kolkata, Chennai, Hyderabad, Ahmedabad, Pune,India",https://www.naukri.com/job-listings-data-scientist-soul-ai-mumbai-delhi-ncr-bengaluru-4-to-8-years-020625916093,data scientist
Data Scientist 3,Dozee,5 - 10 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-3-dozee-bengaluru-5-to-10-years-030625501706,data scientist
Data Scientist,Gujarat Fluorochemicals,10 - 15 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-gujarat-fluorochemicals-ltd-noida-10-to-15-years-040625917205,data scientist
Data Scientist,Dimiour,7 - 12 years,Not Disclosed,,https://www.naukri.com/job-listings-data-scientist-dimiour-bengaluru-7-to-12-years-020625008649,data scientist
Data Scientist,Faurecia,5 - 9 years,Not Disclosed,,https://www.naukri.com/job-listings-data-scientist-faurecia-pune-5-to-9-years-020625013336,data scientist
Data Scientist,Halo Media Works,1 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-halo-media-works-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-020625502429,data scientist
Data Scientist,NetApp,5 - 10 years,Not Disclosed,read more,https://www.naukri.com/job-listings-data-scientist-netapp-bengaluru-5-to-10-years-020625501792,data scientist
Data Scientist,Avaali Solutions,3 - 8 years,Not Disclosed,Title Overview: Data Scientist,https://www.naukri.com/job-listings-data-scientist-avaali-solutions-bengaluru-3-to-8-years-030625021988,data scientist
Data Scientist,Stack Digital,3 - 8 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-stack-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-020625500507,data scientist
Data Scientist,Aspire Systems,5 - 10 years,Not Disclosed,Job Title: Data Scientist (AIML),https://www.naukri.com/job-listings-data-scientist-aspire-systems-kochi-chennai-bengaluru-5-to-10-years-030625022765,data scientist
Data Scientist,Idexcel,4 - 9 years,Not Disclosed,read more,https://www.naukri.com/job-listings-data-scientist-idexcel-technologies-pvt-ltd-bengaluru-4-to-9-years-040625503711,data scientist
Python Developer - Data Scientist,Tiger Analytics,4 - 7 years,Not Disclosed,"Who we are?Tiger Analytics is a global leader in AI and analytics, helping Fortune 1000 companies solve their toughest challenges. We offer full-stack AI and analytics services & solutions to empower businesses to achieve real outcomes and value at scale. We are on a mission to push the boundaries of what AI and analytics can do to help enterprises navigate uncertainty and move forward decisively. Our purpose is to provide certainty to shape a better tomorrow.Our team of 4000+ technologists and consultants are based in the US, Canada, the UK, India, Singapore and Australia, working closely with clients across CPG, Retail, Insurance, BFS, Manufacturing, Life Sciences, and Healthcare. Many of our team leaders rank in Top 10 and 40 Under 40 lists, exemplifying our dedication to innovation and excellence.We are a Great Place to Work-Certified (2022-24), recognized by analyst firms such as Forrester, Gartner, HFS, Everest, ISG and others. We have been ranked among the ‘Best’ and ‘Fastest Growing’ analytics firms lists by Inc., Financial Times, Economic Times, and Analytics India Magazine.",https://www.naukri.com/job-listings-python-developer-data-scientist-tiger-analytics-hyderabad-chennai-bengaluru-4-to-7-years-290525024892,data scientist
Data Scientist,Teknuova Solutions,1 - 6 years,Not Disclosed,,https://www.naukri.com/job-listings-data-scientist-teknuova-solutions-bengaluru-1-to-6-years-060525017518,data scientist
Data Scientist,Posted by Sampoorna Consultants,1 - 2 years,Not Disclosed,"Position overview:We are seeking a Data Scientist with a strong background in Machine Learning, Natural Language Processing (NLP), Generative AI, and Retrieval-Augmented Generation (RAG). The ideal candidate will possess 1+ years of hands-on experience in developing and deploying advanced data-driven solutions. You will play a key role in our AI-CoE team, contributing to cutting-edge projects that drive innovation and business value. A special focus area for this role would be to build AI enabled products that would result in the creation of monetizable product differentiators.",https://www.naukri.com/job-listings-data-scientist-sampoorna-consultants-pune-1-to-2-years-040625928029,data scientist
Data Scientist - C,Capgemini,4 - 7 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-c-capgemini-technology-services-india-limited-kolkata-4-to-7-years-300525930011,data scientist
Data Scientist,fifthnote,2 - 5 years,10-18 Lacs P.A.,,https://www.naukri.com/job-listings-data-scientist-fifthnote-delhi-ncr-2-to-5-years-020625013299,data scientist
Director Data Scientist,Posted by Tech Tales Accelerantz,14 - 24 years,Not Disclosed,We are hiring for Director Data Scientist for one of our leading client - Sigmoid in Bengaluru.,https://www.naukri.com/job-listings-director-data-scientist-tech-tales-accelerantz-bengaluru-14-to-24-years-170125022344,data scientist
Data Scientist (AI & ML)_ Mumbai Location,Amherst Group,2 - 7 years,Not Disclosed,Data Analyst (AI & ML Techniques for Large Data Sets),https://www.naukri.com/job-listings-data-scientist-ai-ml-mumbai-location-amherst-group-goregaon-mumbai-all-areas-2-to-7-years-040625032767,data scientist
Data Scientist / Data Engineer,Hitachi Energy,4 - 7 years,Not Disclosed,,https://www.naukri.com/job-listings-data-scientist-data-engineer-hitachi-energy-chennai-4-to-7-years-230525500209,data scientist
Data Scientist,Posted by Lorven Technologies Private Limited,0 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-lorven-technologies-private-limited-india-0-to-5-years-230525922836,data scientist
Data Scientist,Infiniti Research,2 - 5 years,16-18 Lacs P.A.,Job Title: Data Scientist (2.5-4.5 Years).,https://www.naukri.com/job-listings-data-scientist-infiniti-research-bengaluru-2-to-5-years-300525023579,data scientist
Data Scientist,Virtana Corp,3 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-virtana-corp-pune-chennai-3-to-6-years-040625500838,data scientist
Data Scientist - Generative AI,IBM,5 - 8 years,Not Disclosed,read more,https://www.naukri.com/job-listings-data-scientist-generative-ai-ibm-india-pvt-limited-gurugram-5-to-8-years-280525928034,data scientist
Data Scientist,Retrograde Observatory,8 - 13 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-retrograde-observatory-new-delhi-8-to-13-years-040625503851,data scientist
Data Scientist,Yallo Retail,10 - 15 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-yallo-retail-remote-10-to-15-years-030625501856,data scientist
Data Scientist,Cloud Kinetics,3 - 4 years,Not Disclosed,Job Type Full time,https://www.naukri.com/job-listings-data-scientist-cloud-kinetics-technology-solutions-private-limite-d-pune-3-to-4-years-040625915711,data scientist
Data Scientist,Apps Associates,3 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-apps-associates-i-pvt-ltd-gurugram-3-to-6-years-030625922147,data scientist
Data Scientist with IOT,TVS Next,5 - 8 years,Not Disclosed,What you’ll do:,https://www.naukri.com/job-listings-data-scientist-with-iot-tvs-next-pvt-ltd-chennai-5-to-8-years-040625016958,data scientist
Data Scientist / GenAI Developer,Posted by IDESLABS PRIVATE LIMITED,6 - 11 years,Not Disclosed,Immediate Openings on #Data Scientist GenAI Developer_ Mumbai / Pune / Hyderabad_Contract,https://www.naukri.com/job-listings-data-scientist-genai-developer-ideslabs-private-limited-hyderabad-6-to-11-years-040625928545,data scientist
Data Scientist,Cars24,3 - 8 years,15-30 Lacs P.A.,,https://www.naukri.com/job-listings-data-scientist-cars24-gurugram-3-to-8-years-280525034070,data scientist
Data Scientist 1,Paypal,2 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-1-paypal-holdings-inc-bengaluru-2-to-5-years-280525501785,data scientist
Artificial Intelligence And Machine Learning Engineer,G.S. & Co. Pvt. Ltd.,0 - 2 years,5-8 Lacs P.A.,Role & responsibilities :,https://www.naukri.com/job-listings-artificial-intelligence-and-machine-learning-engineer-g-s-co-pvt-ltd-new-delhi-0-to-2-years-210525020942,machine learning engineer
Machine Learning Engineer,HCLTech,3 - 5 years,Not Disclosed,,https://www.naukri.com/job-listings-machine-learning-engineer-hcltech-lucknow-3-to-5-years-210525025527,machine learning engineer
Machine Learning Engineer,Mynd,5 - 8 years,15-20 Lacs P.A.,,https://www.naukri.com/job-listings-machine-learning-engineer-mynd-gurugram-bengaluru-5-to-8-years-210525015260,machine learning engineer
Machine Learning Engineer (Search),Insider,2 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-search-insider-remote-2-to-5-years-040625500467,machine learning engineer
Artificial Intelligence / Machine Learning Engineer,Maruti True Value,1 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-maruti-true-value-gurugram-1-to-6-years-310525500340,machine learning engineer
Machine Learning Engineer,Sutherland,8 - 13 years,Not Disclosed,"We are seeking a skilled and experienced Machine Learning Engineer specialized in Natural Language Processing (NLP) and Computer Vision to join our team. The ideal candidate should have a strong foundation in ML and AI principles, coupled with a proven track record of developing and deploying a minimum of 20+ models in these domains.",https://www.naukri.com/job-listings-machine-learning-engineer-sutherland-chennai-8-to-13-years-200525035617,machine learning engineer
Machine Learning Engineer,Egen (Formerly SpringML),4 - 8 years,Not Disclosed,,https://www.naukri.com/job-listings-machine-learning-engineer-egen-formerly-springml-hyderabad-4-to-8-years-080525017598,machine learning engineer
Machine Learning Engineer,Soul Ai,4 - 8 years,Not Disclosed,"We are looking for Indias top 1% Machine Learning Engineers for a unique job opportunity to work with the industry leadersWho can be a part of the community?We are looking for top-tier Machine Learning Engineers with expertise in building, deploying, and optimizing AI modelsIf you have experience in this field then this is your chance to collaborate with industry leadersWhats in it for you?Pay above market standardsThe role is going to be contract based with project timelines from 2-6 months, or freelancingBe a part of Elite Community of professionals who can solve complex AI challengesResponsibilities:Design, optimize, and deploy machine learning models; implement feature engineering and scaling pipelinesUse deep learning frameworks (TensorFlow, PyTorch) and manage models in production (Docker, Kubernetes)Automate workflows, ensure model versioning, logging, and real-time monitoring; comply with security and regulationsWork with large-scale data, develop feature stores, and implement CI/CD pipelines for model retraining and performance tracking",https://www.naukri.com/job-listings-machine-learning-engineer-soul-ai-mumbai-delhi-ncr-bengaluru-4-to-8-years-020625903802,machine learning engineer
Machine Learning Engineer,Adobe,14 - 19 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-adobe-systems-india-pvt-ltd-noida-bengaluru-14-to-19-years-030625502957,machine learning engineer
Staff Machine Learning Engineer,Eightfold Ai,6 - 10 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-staff-machine-learning-engineer-eightfold-ai-bengaluru-6-to-10-years-300525503338,machine learning engineer
Principal Machine Learning Engineer,Posted by Lorven Technologies Private Limited,12 - 21 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-principal-machine-learning-engineer-lorven-technologies-private-limited-india-12-to-21-years-230525923020,machine learning engineer
Machine Learning Engineer,Adobe,10 - 15 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-adobe-systems-india-pvt-ltd-noida-10-to-15-years-030625501971,machine learning engineer
Cloud Machine Learning LLM Serving Engineer,Qualcomm,2 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-cloud-machine-learning-llm-serving-engineer-qualcomm-india-pvt-ltd-bengaluru-2-to-6-years-230525923736,machine learning engineer
Principal AI/Machine Learning Engineer,Skillsoft Software Services,3 - 10 years,Not Disclosed,"Skillsoft is the global leader in eLearning. Trusted by the world's leading organizations, including 65% of the Fortune 500. Our 100,000+ courses, videos and books are accessed over 100 million times every month, across more than 100 countries. At Skillsoft, we believe knowledge is the fuel for innovation and innovation is the fuel for business growth. Join us in our quest to democratize learning and help individuals unleash their edge.  Are you ready to shape the future of learning through cutting-edge AI? As a Principal AI/Machine Learning Engineer at Skillsoft, you’ll dive into the heart of innovation, crafting intelligent systems that empower millions worldwide. From designing generative AI solutions to pioneering agentic workflows, you’ll collaborate with multiple teams to transform knowledge into a catalyst for growth—unleashing your edge while helping others do the same. Join us in redefining eLearning for the world’s leading organizations!",https://www.naukri.com/job-listings-principal-ai-machine-learning-engineer-skillsoft-software-services-india-pvt-ltd-hyderabad-3-to-10-years-300525017814,machine learning engineer
Principal AI/Machine Learning Engineer,Skillsoft Software Services,8 - 10 years,Not Disclosed,"Skillsoft is the global leader in eLearning. Trusted by the world's leading organizations, including 65% of the Fortune 500. Our 100,000+ courses, videos and books are accessed over 100 million times every month, across more than 100 countries. At Skillsoft, we believe knowledge is the fuel for innovation and innovation is the fuel for business growth. Join us in our quest to democratize learning and help individuals unleash their edge.  Are you ready to shape the future of learning through cutting-edge AI? As a Principal AI/Machine Learning Engineer at Skillsoft, you’ll dive into the heart of innovation, crafting intelligent systems that empower millions worldwide. From designing generative AI solutions to pioneering agentic workflows, you’ll collaborate with multiple teams to transform knowledge into a catalyst for growth—unleashing your edge while helping others do the same. Join us in redefining eLearning for the world’s leading organizations!",https://www.naukri.com/job-listings-principal-ai-machine-learning-engineer-skillsoft-software-services-india-pvt-ltd-hyderabad-8-to-10-years-300525017786,machine learning engineer
Machine Learning Engineer,Reuters,3 - 8 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-reuters-news-agency-bengaluru-3-to-8-years-030625502393,machine learning engineer
Machine Learning Engineer,Delta Hr Consultancy,2 - 6 years,20-27.5 Lacs P.A.,,https://www.naukri.com/job-listings-machine-learning-engineer-delta-hr-consultancy-pune-2-to-6-years-290525017823,machine learning engineer
Artificial Intelligence/Machine Learning Engineer- Neo4j/Deep Learning,Gloify,3 - 5 years,Not Disclosed,"Key Responsibilities : - Design, develop, and deploy AI/ML models for data-driven applications.- Work with Neo4j (Graph Database) to model and analyze complex relationships in datasets.- Implement machine learning algorithms for recommendation systems, predictive analytics, and knowledge graphs.- Develop and optimize graph-based data pipelines and algorithms using Neo4j Cypher queries.- Process, clean, and analyze large datasets for feature engineering and model training.- Integrate ML models into scalable applications using Python, TensorFlow, PyTorch, or Scikit-learn.- Optimize model performance, accuracy, and scalability for production deployment.- Collaborate with data scientists, backend engineers, and product teams to enhance AI capabilities.Required Skills : - Machine Learning & Deep Learning : Hands-on with ML models, classification, clustering, NLP.- Neo4j & Graph Databases : Experience in graph data modeling, Cypher queries, and data relationships.- Programming : Proficiency in Python, TensorFlow, PyTorch, Scikit-learn.- Data Engineering : Experience with ETL pipelines, data preprocessing, and feature engineering.- Big Data & Cloud : Exposure to Spark, Kafka, AWS/GCP/Azure (Good to have).- MLOps & Deployment : Working knowledge of Docker, Kubernetes, CI/CD pipelines.- Strong Analytical & Problem-Solving Skills for AI-driven applications.Good to Have : - Experience with Graph Neural Networks (GNNs) and Graph Data Science.- Knowledge of NLP, Computer Vision, or Time-Series Analysis.- Exposure to automated ML pipelines and model monitoring.",https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-neo4j-deep-learning-gloify-bengaluru-3-to-5-years-270525935145,machine learning engineer
Machine Learning Engineer - NLP / Artificial Intelligence,Ctruh,2 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-nlp-artificial-intelligence-ctruh-bengaluru-2-to-6-years-280525921005,machine learning engineer
Machine Learning Engineer NLP / Artificial Intelligence,Ctruh,2 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-nlp-artificial-intelligence-ctruh-bengaluru-2-to-6-years-280525921843,machine learning engineer
Applied Machine Learning Engineer,Apple,3 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-applied-machine-learning-engineer-apple-india-pvt-ltd-bengaluru-3-to-5-years-210525503630,machine learning engineer
Data Scientist cum Machine Learning Engineer,Tranzita Systems,1 - 3 years,3.5-6 Lacs P.A.,"We are seeking a highly capable Data Scientist cum Machine Learning Engineer to support the design, development, and deployment of advanced AI-driven solutions for real-time defect prediction and closed-loop control in a manufacturing environment. The role involves building robust data pipelines, developing high-accuracy ML models, and integrating those models into real-time control systems for automated corrective actions.",https://www.naukri.com/job-listings-data-scientist-machine-learning-engineer-tranzita-systems-hyderabad-lucknow-1-to-3-years-020625007172,machine learning engineer
Artificial Intelligence / Machine Learning Engineer,ITD Cementation India (ITD Cem),0 - 3 years,Not Disclosed,,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-itd-cementation-india-limited-mumbai-0-to-3-years-160525022355,machine learning engineer
Machine Learning Engineer,Headout,2 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-headout-bengaluru-2-to-5-years-210525505285,machine learning engineer
Machine Learning Engineer - MLOps,Tiger Analytics,5 - 8 years,Not Disclosed,ML Engineer (ML Ops)Chennai / Bangalore / Hyderabad,https://www.naukri.com/job-listings-machine-learning-engineer-mlops-tiger-analytics-hyderabad-chennai-bengaluru-5-to-8-years-280425007064,machine learning engineer
Staff Machine Learning Engineer,Zscaler Softech,5 - 10 years,Not Disclosed,About Zscaler,https://www.naukri.com/job-listings-staff-machine-learning-engineer-zscaler-bengaluru-5-to-10-years-210525014905,machine learning engineer
Machine Learning Engineer,Capgemini,2 - 6 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-capgemini-technology-services-india-limited-chennai-2-to-6-years-300525930025,machine learning engineer
Data Science/Machine Learning Engineer,Infosys,6 - 9 years,Not Disclosed,Role & responsibilities,https://www.naukri.com/job-listings-data-science-machine-learning-engineer-infosys-bengaluru-6-to-9-years-230525027099,machine learning engineer
Machine Learning Engineer - LLM,Apple,3 - 10 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-llm-apple-india-pvt-ltd-bengaluru-3-to-10-years-120325500644,machine learning engineer
Machine Learning Engineer - LLM,Apple,3 - 8 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-llm-apple-india-pvt-ltd-bengaluru-3-to-8-years-150525500732,machine learning engineer
Machine Learning Engineer,Infogain,6 - 11 years,Not Disclosed,,https://www.naukri.com/job-listings-machine-learning-engineer-infogain-noida-pune-bengaluru-6-to-11-years-290525026628,machine learning engineer
Machine Learning Engineer,NatWest Markets,4 - 9 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-machine-learning-engineer-natwest-group-gurugram-bengaluru-4-to-9-years-030625502930,machine learning engineer
Python Machine learning Engineer,Infosys,3 - 5 years,Not Disclosed,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-python-machine-learning-engineer-infosys-limited-bengaluru-3-to-5-years-200525923371,machine learning engineer
AI / Machine Learning / Data Science Engineer,Posted by Hissar IT,4 - 9 years,15-30 Lacs P.A.,,https://www.naukri.com/job-listings-ai-machine-learning-data-science-engineer-hissar-it-pune-bengaluru-4-to-9-years-310525012243,machine learning engineer
Machine Learning Engineer,Lendingkart,3 - 8 years,Not Disclosed,Roles and Responsibilities:,https://www.naukri.com/job-listings-machine-learning-engineer-lendingkart-ahmedabad-bengaluru-3-to-8-years-040625016818,machine learning engineer
Machine Learning Engineer,Extempore Informatics,5 - 9 years,Not Disclosed,,https://www.naukri.com/job-listings-machine-learning-engineer-extempore-informatics-hyderabad-5-to-9-years-290525028035,machine learning engineer
