id,title,company,experience,salary,location,description,url,role,skills,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
33,Data Analyst,Garden City Games,1 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-garden-city-games-bengaluru-1-to-4-years-030625501749,Data Analyst,"Diversity and Inclusion, Data Analyst, Data analytics, Gaming, game development",,,,2.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Diversity And Inclusion, Data Analyst, Data Analytics, Gaming, Game Development"
34,Translator/Data Analyst (Polish),S&P Global Market Intelligence,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",Grade Level (for internal use):,https://www.naukri.com/job-listings-translator-data-analyst-polish-sp-capital-iq-india-pvt-ltd-hyderabad-2-to-7-years-050625925467,Data Analyst,,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
35,"Data Eng, Mgmt & Governance Analyst",Accenture,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-040625924421,Data Analyst,,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
36,Data Engineer/Analyst,Pratham Software,6 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Indore, Jaipur",,https://www.naukri.com/job-listings-data-engineer-analyst-pratham-software-indore-jaipur-6-to-10-years-050625018725,Data Analyst,,,,,8.0,"Chennai, Delhi, Hyderabad, Indore, Jaipur, Mumbai, Pune",
37,Data Analyst,Posted by IDESLABS PRIVATE LIMITED,6 - 11 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai, Hyderabad","Looking for 6+ years of Experiece candidate working on Data and Analytics.Advance working knowledge and exp with relationship database management system in designing schema, SQL Authoring and performance oprimization. Hands-on Experience on Snowflake is highly desirableCan write complex queries, views and Stored Procedures.Should must have hands-on experince on Python (NumPuy, Pandas etc.)Should must have working knowledge of ETL using any ETL tool such as Infotmatica.Technical expertise and problem solving skills.Excellent communication skill and presentation skill",https://www.naukri.com/job-listings-data-analyst-ideslabs-private-limited-mumbai-hyderabad-6-to-11-years-040625929698,Data Analyst,,,,,8.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
38,Translator / Data Analyst ( Hebrew ),S&P Global Market Intelligence,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad","The Impact: As a translator/linguist, you are responsible for producing quality translation in the target language. You will also be responsible for relevant and market specific research; data collection and analysis of the financial industry and other-related activities in the covered region through key processes established.",https://www.naukri.com/job-listings-translator-data-analyst-hebrew-sp-capital-iq-india-pvt-ltd-hyderabad-2-to-7-years-050625914346,Data Analyst,,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
39,Data Analyst,Flipkart,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bhiwandi, Mumbai (All Areas)",Role & responsibilities,https://www.naukri.com/job-listings-data-analyst-flipkart-bhiwandi-mumbai-all-areas-1-to-3-years-270525026824,Data Analyst,,,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
40,Translator/Data Analyst (Portuguese),S&P Global Market Intelligence,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",Grade Level (for internal use):,https://www.naukri.com/job-listings-translator-data-analyst-portuguese-sp-capital-iq-india-pvt-ltd-hyderabad-2-to-7-years-050625912209,Data Analyst,,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
41,Data Analyst,Target,2 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-target-corporation-india-pvt-ltd-bengaluru-2-to-3-years-050625924191,Data Analyst,,,,,2.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
42,Data Analyst - L3,Wipro,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Role Purpose,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-020625919001,Data Analyst,,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
43,Data Analyst,Thomson Reuters,3 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-thomson-reuters-international-services-pvt-ltd-bengaluru-3-to-6-years-050625926224,Data Analyst,,,,,4.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
44,Data Analyst - L3,Wipro,3 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Role Purpose,https://www.naukri.com/job-listings-data-analyst-l3-wipro-limited-bengaluru-3-to-5-years-030625918217,Data Analyst,,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
45,Data Analyst,Uprio,1 - 5 years,5-8 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru( JP Nagar )",,https://www.naukri.com/job-listings-data-analyst-uprio-bengaluru-1-to-5-years-060625017873,Data Analyst,,5.0,8.0,6.0,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
46,Data Analyst,Omega Healthcare,2 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-omega-healthcare-management-services-pvt-ltd-hyderabad-2-to-4-years-060625926081,Data Analyst,,,,,3.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
47,Opening For Data Analyst -(DME)  Mumbai location,Inland World Logistics,0 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",,https://www.naukri.com/job-listings-opening-for-data-analyst-dme-mumbai-location-inland-world-logistics-mumbai-0-to-5-years-240225015326,Data Analyst,,,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
48,Data Analyst,Cigna,2 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-data-analyst-cigna-health-solutions-india-private-limited-bengaluru-2-to-6-years-290525927623,Data Analyst,,,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
49,Data Analyst,Cocreate Global Technologies,4 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru( HSR Layout )",Role & responsibilities,https://www.naukri.com/job-listings-data-analyst-cocreate-global-technologies-bengaluru-4-to-8-years-070625000326,Data Analyst,,,,,6.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
50,Data Governance Analyst,Barclays,0 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune, Chennai","Join us as a Data Governance Analyst at Barclays,  where you will be responsible for supporting the successful delivery of location strategy projects to plan,  budget,  agreed quality and governance standards.  Youll spearhead the evolution of our digital landscape,  driving innovation and excellence.  You will harness cutting-edge technology to revolutionise our digital offerings,  ensuring unparalleled customer experiences.",https://www.naukri.com/job-listings-data-governance-analyst-barclays-shared-services-pune-chennai-0-to-8-years-040625500031,Data Analyst,"global operations, Data management, data governance, Data quality, Business strategy, Assistant Vice President, Risk management, Stakeholder management, Operations, Monitoring",,,,4.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Global Operations, Data Management, Data Governance, Data Quality, Business Strategy, Assistant Vice President, Risk Management, Stakeholder Management, Operations, Monitoring"
51,Data Analyst,Magic Infomedia,0 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-magic-infomedia-new-delhi-0-to-2-years-290525504067,Data Analyst,"Business Analyst, Data Analyst",,,,1.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Business Analyst, Data Analyst"
52,Data Analyst,Game Theory,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Technical Skills  :,https://www.naukri.com/job-listings-data-analyst-game-theory-bengaluru-1-to-3-years-060625503942,Data Analyst,"Automation, Data analysis, Data modeling, Machine learning, Javascript, Data quality, Analytics, SQL, Python",,,,2.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Automation, Data Analysis, Data Modeling, Machine Learning, Javascript, Data Quality, Analytics, Sql, Python"
53,Data Analyst,Smith & Nephew,5 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-smith-nephew-pune-5-to-8-years-050625502139,Data Analyst,"Computer science, Data analysis, Automation, SAP, XML, Analytical, Data Analyst, Data mining, SQL, Salesforce",,,,6.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Data Analysis, Automation, Sap, Xml, Analytical, Data Analyst, Data Mining, Sql, Salesforce"
54,Data Strategy Analyst,Barclays,0 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida",,https://www.naukri.com/job-listings-data-strategy-analyst-barclays-shared-services-noida-0-to-8-years-040625500032,Data Analyst,"Data migration, Usage, SAS, Senior Analyst, Machine learning, Data quality, Oracle, Continuous improvement, Operations, Python",,,,4.0,"Chennai, Delhi, Hyderabad, Mumbai, Noida, Pune","Data Migration, Usage, Sas, Senior Analyst, Machine Learning, Data Quality, Oracle, Continuous Improvement, Operations, Python"
55,Data Analyst,Aziro Technologies,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune, Bengaluru",,https://www.naukri.com/job-listings-data-analyst-aziro-technologies-pune-bengaluru-5-to-10-years-050625028185,Data Analyst,,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
56,Data Analyst,Posted by Teamware Solutions ( A division of Quantum Leap Consulting Private LTD...,2 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-teamware-solutions-a-division-of-quantum-leap-consulting-private-ltd-bengaluru-2-to-4-years-290525939167,Data Analyst,,,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
57,Data Analyst,Posted by Lorven Technologies Private Limited,5 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-lorven-technologies-private-limited-pune-bengaluru-5-to-8-years-230525922923,Data Analyst,,,,,6.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
58,Data Analyst,Victrix Systems And Labs,8 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata","Experience - 8-10 years Responsibilities :- Data Gathering/Data Analysis/Data Modelling/Data Cleansing/Data formatting- AS IS and TO-BE business process analysis and process modelling including end-to-end data flows- Authoring data migration plan/cutover plan- Support change management activities- Supporting solution development team with data insights as requiredMandatory Skills/Experience :- HCM project experience including upgrade/improvement projects- People/HR data & process knowledge and experience- Oracle HCM Cloud skills and experience- BI Dashboard skills and experience - ability to create/update- Demonstrated experience developing cutover plans/data migration plans- Ability to present complex data in easily consumable format to executive levelDesirable/Preferred Skills :- R-Studio skills and experience to code level- Knowledge of coding languages - SQL, Python, RIdeal Candidate :- Strong customer facing skills - high standard of verbal/written communication skills- Self-starter with ability to work independently to lead data related work within large HCM project.- Ability to work across multiple initiatives simultaneously- Flexibility in work hours with global project team and business- Ability to work efficiently and effectively via remote work preferably working on US/Canada time zone).",https://www.naukri.com/job-listings-data-analyst-victrix-systems-and-labs-kolkata-8-to-10-years-060625919375,Data Analyst,,,,,9.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
59,Data Analyst,Bridgeloyalty Customer Experience Management Llp,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-analyst-bridgeloyalty-customer-experience-management-llp-mumbai-0-to-1-years-270525502128,Data Analyst,"tableau, Excel, Quality check, Senior Data Analyst, Transmission, Data collection, SPSS, Powerpoint, Analytics",,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Tableau, Excel, Quality Check, Senior Data Analyst, Transmission, Data Collection, Spss, Powerpoint, Analytics"
60,Data Analyst,Shayona Consultants,0 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Ahmedabad",Required Candidate profile,https://www.naukri.com/job-listings-data-analyst-shayona-consultants-ahmedabad-0-to-5-years-270525030944,Data Analyst,,,,,2.5,"Ahmedabad, Chennai, Delhi, Hyderabad, Mumbai, Pune",
62,ML Data Analyst,Netomi,2 - 5 years,Not Disclosed,Remote,IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ml-data-analyst-netomi-remote-2-to-5-years-300525502754,Data Analyst,"Computer science, Data analysis, data science, Analytical, Artificial Intelligence, Machine learning, Natural language processing, Data analytics, Continuous improvement, Python",,,,3.5,Remote,"Computer Science, Data Analysis, Data Science, Analytical, Artificial Intelligence, Machine Learning, Natural Language Processing, Data Analytics, Continuous Improvement, Python"
